season,round,id_jogo,num_jogo,data,hora,estadio,cidade,uf,mandante_id,mandante_nome,visitante_id,visitante_nome,gols_mandante,gols_visitante,publico_pagante,renda_bruta,boletim_status,transformed_at
2026,31,833195,304,A Definir,,-  -,,,62726,Londrina SAF,20019,Criciúma,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,31,833196,305,A Definir,,-  -,,,63238,Fortaleza SAF,20023,Náutico,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,31,833197,306,A Definir,,-  -,,,62261,Atlético Goianiense Saf,59897,América,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,31,833198,307,A Definir,,-  -,,,20058,Avaí,20031,Ceará,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,31,833199,308,A Definir,,-  -,,,31514,Gremio Novorizontino - Saf,20028,Goiás,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,31,833200,309,A Definir,,-  -,,,20800,Cuiabá,20037,Ponte Preta,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,31,833201,310,A Definir,,-  -,,,20027,Juventude,20106,Operário,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,32,833202,311,A Definir,,-  -,,,20037,Ponte Preta,20027,Juventude,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,32,833203,312,A Definir,,-  -,,,20010,Sport Recife,31790,Sao Bernardo,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,32,833204,313,A Definir,,-  -,,,59897,América,63238,Fortaleza SAF,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,32,833205,314,A Definir,,-  -,,,20106,Operário,56654,Botafogo,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,32,833206,315,A Definir,,-  -,,,20031,Ceará,20019,Criciúma,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,32,833207,316,A Definir,,-  -,,,20028,Goiás,59896,Athletic SAF,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,32,833208,317,A Definir,,-  -,,,20058,Avaí,62726,Londrina SAF,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,32,833209,318,A Definir,,-  -,,,20023,Náutico,31514,Gremio Novorizontino - Saf,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,32,833210,319,A Definir,,-  -,,,20032,Crb,62261,Atlético Goianiense Saf,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,32,833211,320,A Definir,,-  -,,,20079,Vila Nova,20800,Cuiabá,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,33,833212,321,A Definir,,-  -,,,56654,Botafogo,20031,Ceará,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,33,833213,322,A Definir,,-  -,,,31514,Gremio Novorizontino - Saf,20037,Ponte Preta,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,33,833214,323,A Definir,,-  -,,,59896,Athletic SAF,62726,Londrina SAF,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,33,833215,324,A Definir,,-  -,,,20106,Operário,20028,Goiás,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,33,833216,325,A Definir,,-  -,,,63238,Fortaleza SAF,20032,Crb,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,33,833217,326,A Definir,,-  -,,,62261,Atlético Goianiense Saf,20010,Sport Recife,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,33,833218,327,A Definir,,-  -,,,20019,Criciúma,59897,América,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,33,833219,328,A Definir,,-  -,,,20023,Náutico,20079,Vila Nova,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,33,833220,329,A Definir,,-  -,,,20800,Cuiabá,20058,Avaí,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,33,833221,330,A Definir,,-  -,,,20027,Juventude,31790,Sao Bernardo,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,34,833242,331,A Definir,,-  -,,,20037,Ponte Preta,62261,Atlético Goianiense Saf,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,34,833243,332,A Definir,,-  -,,,31790,Sao Bernardo,20019,Criciúma,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,34,833244,333,A Definir,,-  -,,,59897,América,20106,Operário,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,34,833245,334,A Definir,,-  -,,,62726,Londrina SAF,20800,Cuiabá,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,34,833246,335,A Definir,,-  -,,,20031,Ceará,20027,Juventude,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,34,833247,336,A Definir,,-  -,,,20028,Goiás,20023,Náutico,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,34,833248,337,A Definir,,-  -,,,20058,Avaí,59896,Athletic SAF,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,34,833249,338,A Definir,,-  -,,,20010,Sport Recife,63238,Fortaleza SAF,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,34,833250,339,A Definir,,-  -,,,20032,Crb,56654,Botafogo,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,34,833251,340,A Definir,,-  -,,,20079,Vila Nova,31514,Gremio Novorizontino - Saf,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,35,833252,341,A Definir,,-  -,,,20037,Ponte Preta,63238,Fortaleza SAF,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,35,833253,342,A Definir,,-  -,,,31790,Sao Bernardo,20079,Vila Nova,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,35,833254,343,A Definir,,-  -,,,59897,América,20800,Cuiabá,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,35,833255,344,A Definir,,-  -,,,20106,Operário,59896,Athletic SAF,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,35,833256,345,A Definir,,-  -,,,20031,Ceará,20028,Goiás,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,35,833257,346,A Definir,,-  -,,,62261,Atlético Goianiense Saf,31514,Gremio Novorizontino - Saf,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,35,833258,347,A Definir,,-  -,,,20058,Avaí,56654,Botafogo,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,35,833259,348,A Definir,,-  -,,,20010,Sport Recife,20019,Criciúma,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,35,833260,349,A Definir,,-  -,,,20032,Crb,62726,Londrina SAF,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,35,833261,350,A Definir,,-  -,,,20027,Juventude,20023,Náutico,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,36,833262,351,A Definir,,-  -,,,56654,Botafogo,20010,Sport Recife,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,36,833263,352,A Definir,,-  -,,,31514,Gremio Novorizontino - Saf,20106,Operário,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,36,833264,353,A Definir,,-  -,,,59896,Athletic SAF,20031,Ceará,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,36,833265,354,A Definir,,-  -,,,62726,Londrina SAF,59897,América,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,36,833266,355,A Definir,,-  -,,,63238,Fortaleza SAF,62261,Atlético Goianiense Saf,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,36,833267,356,A Definir,,-  -,,,20028,Goiás,20032,Crb,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,36,833268,357,A Definir,,-  -,,,20019,Criciúma,20037,Ponte Preta,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,36,833269,358,A Definir,,-  -,,,20023,Náutico,20058,Avaí,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,36,833270,359,A Definir,,-  -,,,20800,Cuiabá,31790,Sao Bernardo,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,36,833271,360,A Definir,,-  -,,,20079,Vila Nova,20027,Juventude,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,37,833272,361,A Definir,,-  -,,,56654,Botafogo,62726,Londrina SAF,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,37,833273,362,A Definir,,-  -,,,31514,Gremio Novorizontino - Saf,63238,Fortaleza SAF,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,37,833274,363,A Definir,,-  -,,,59896,Athletic SAF,62261,Atlético Goianiense Saf,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,37,833275,364,A Definir,,-  -,,,20106,Operário,20010,Sport Recife,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,37,833276,365,A Definir,,-  -,,,20031,Ceará,59897,América,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,37,833277,366,A Definir,,-  -,,,20028,Goiás,20037,Ponte Preta,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,37,833278,367,A Definir,,-  -,,,20058,Avaí,31790,Sao Bernardo,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,37,833279,368,A Definir,,-  -,,,20023,Náutico,20032,Crb,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,37,833280,369,A Definir,,-  -,,,20800,Cuiabá,20027,Juventude,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,37,833281,370,A Definir,,-  -,,,20079,Vila Nova,20019,Criciúma,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,38,833282,371,A Definir,,-  -,,,20037,Ponte Preta,20106,Operário,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,38,833283,372,A Definir,,-  -,,,31790,Sao Bernardo,59896,Athletic SAF,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,38,833284,373,A Definir,,-  -,,,59897,América,20058,Avaí,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,38,833285,374,A Definir,,-  -,,,62726,Londrina SAF,20023,Náutico,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,38,833286,375,A Definir,,-  -,,,63238,Fortaleza SAF,20079,Vila Nova,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,38,833287,376,A Definir,,-  -,,,62261,Atlético Goianiense Saf,20800,Cuiabá,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,38,833288,377,A Definir,,-  -,,,20019,Criciúma,31514,Gremio Novorizontino - Saf,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,38,833289,378,A Definir,,-  -,,,20010,Sport Recife,20028,Goiás,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,38,833290,379,A Definir,,-  -,,,20032,Crb,20031,Ceará,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
2026,38,833291,380,A Definir,,-  -,,,20027,Juventude,56654,Botafogo,,,,,sem_boletim,2026-06-02T14:46:54.196783Z
