season,competition,round,match_code,team_name,team_key,is_home,possession,expected_goals,shots_total,shots_on_target,shots_on_target_pct,corners,fouls,passes_total,passes_accurate,passes_accuracy_pct,tackles_total,yellow_cards,red_cards,data_status,last_updated_at,transformed_at
2026,serie_b,7,EOslP,Botafogo-SP,botafogo-sp,True,47,1.19,10,7,70.0,11,18,282.0,208.0,73.8,17,2,0,advanced_stats_confirmed,2026-05-04T12:43:59.062423Z,2026-06-02T14:46:53.466856Z
2026,serie_b,7,EOslP,Náutico,nautico,False,53,0.95,14,3,21.4,2,18,325.0,237.0,72.9,13,2,0,advanced_stats_confirmed,2026-05-04T12:43:59.062423Z,2026-06-02T14:46:53.466856Z
2026,serie_b,7,JOscJu,Cuiabá,cuiaba,True,47,0.85,9,5,55.6,3,17,397.0,320.0,80.6,14,1,0,advanced_stats_confirmed,2026-05-04T12:43:59.062440Z,2026-06-02T14:46:53.466856Z
2026,serie_b,7,JOscJu,Criciúma,criciuma,False,53,0.72,9,3,33.3,2,10,451.0,376.0,83.4,16,0,0,advanced_stats_confirmed,2026-05-04T12:43:59.062440Z,2026-06-02T14:46:53.466856Z
2026,serie_b,7,kOsvP,Fortaleza,fortaleza,True,44,1.79,17,9,52.9,3,11,385.0,338.0,87.8,19,4,0,advanced_stats_confirmed,2026-05-04T12:43:59.062451Z,2026-06-02T14:46:53.466856Z
2026,serie_b,7,kOsvP,Goiás,goias,False,56,0.81,10,4,40.0,3,17,511.0,439.0,85.9,23,3,1,advanced_stats_confirmed,2026-05-04T12:43:59.062451Z,2026-06-02T14:46:53.466856Z
2026,serie_b,7,xPsJRp,Operário-PR,operario-pr,True,55,1.5,14,5,35.7,5,11,461.0,393.0,85.2,19,2,0,advanced_stats_confirmed,2026-05-04T12:43:59.062460Z,2026-06-02T14:46:53.466856Z
2026,serie_b,7,xPsJRp,Londrina,londrina,False,45,0.4,10,3,30.0,4,16,362.0,311.0,85.9,14,5,0,advanced_stats_confirmed,2026-05-04T12:43:59.062460Z,2026-06-02T14:46:53.466856Z
2026,serie_b,7,uOseau,São Bernardo,sao-bernardo,True,49,1.69,11,6,54.5,2,11,465.0,411.0,88.4,14,2,0,advanced_stats_confirmed,2026-05-04T12:43:59.062469Z,2026-06-02T14:46:53.466856Z
2026,serie_b,7,uOseau,Ponte Preta,ponte-preta,False,51,0.56,11,0,0.0,6,10,464.0,408.0,87.9,13,3,0,advanced_stats_confirmed,2026-05-04T12:43:59.062469Z,2026-06-02T14:46:53.466856Z
2026,serie_b,7,jOsbP,Sport Recife,sport,True,45,1.99,16,5,31.2,9,13,282.0,227.0,80.5,12,2,0,advanced_stats_confirmed,2026-05-04T12:43:59.062478Z,2026-06-02T14:46:53.466856Z
2026,serie_b,7,jOsbP,Ceará,ceara,False,55,0.53,10,1,10.0,11,16,354.0,295.0,83.3,12,4,0,advanced_stats_confirmed,2026-05-04T12:43:59.062478Z,2026-06-02T14:46:53.466856Z
2026,serie_b,7,FOsoWc,Atlético Goianiense,atletico-go,True,50,1.78,16,6,37.5,5,15,348.0,284.0,81.6,16,3,1,advanced_stats_confirmed,2026-05-04T12:43:59.062487Z,2026-06-02T14:46:53.466856Z
2026,serie_b,7,FOsoWc,Juventude,juventude,False,50,0.34,5,1,20.0,1,14,363.0,291.0,80.2,22,3,0,advanced_stats_confirmed,2026-05-04T12:43:59.062487Z,2026-06-02T14:46:53.466856Z
2026,serie_b,7,yOsHPi,América Mineiro,america-mg,True,44,0.84,9,4,44.4,3,18,358.0,297.0,83.0,19,4,0,advanced_stats_confirmed,2026-05-04T12:43:59.062496Z,2026-06-02T14:46:53.466856Z
2026,serie_b,7,yOsHPi,CRB,crb,False,56,1.59,16,8,50.0,4,20,460.0,395.0,85.9,19,4,0,advanced_stats_confirmed,2026-05-04T12:43:59.062496Z,2026-06-02T14:46:53.466856Z
2026,serie_b,7,pWcsokeb,Avaí,avai,True,,1.71,0,0,,,,,,,,,0,advanced_stats_partial,2026-05-05T12:34:02.913275Z,2026-06-02T14:46:53.466856Z
2026,serie_b,7,pWcsokeb,Grêmio Novorizontino,novorizontino,False,,2.03,0,0,,,,,,,,,0,advanced_stats_partial,2026-05-05T12:34:02.913275Z,2026-06-02T14:46:53.466856Z
2026,serie_b,7,wPsAfMc,Vila Nova FC,vila-nova,True,68,1.77,23,5,21.7,9,13,520.0,443.0,85.2,12,2,0,advanced_stats_confirmed,2026-05-05T12:34:02.913290Z,2026-06-02T14:46:53.466856Z
2026,serie_b,7,wPsAfMc,Athletic Club,athletic-club,False,32,1.04,2,2,100.0,1,14,254.0,185.0,72.8,25,3,1,advanced_stats_confirmed,2026-05-05T12:34:02.913290Z,2026-06-02T14:46:53.466856Z
2026,serie_b,8,kOswP,Goiás,goias,True,36,1.35,12,3,25.0,4,15,244.0,181.0,74.2,21,6,1,advanced_stats_confirmed,2026-05-13T11:20:04.718495Z,2026-06-02T14:46:53.466856Z
2026,serie_b,8,kOswP,Vila Nova FC,vila-nova,False,64,0.46,11,1,9.1,5,10,451.0,386.0,85.6,8,2,0,advanced_stats_confirmed,2026-05-13T11:20:04.718495Z,2026-06-02T14:46:53.466856Z
2026,serie_b,8,cJusAfMc,Athletic Club,athletic-club,True,57,0.78,8,1,12.5,6,11,448.0,385.0,85.9,13,3,0,advanced_stats_confirmed,2026-05-13T11:20:04.718510Z,2026-06-02T14:46:53.466856Z
2026,serie_b,8,cJusAfMc,Cuiabá,cuiaba,False,43,0.37,7,1,14.3,6,18,332.0,268.0,80.7,20,2,0,advanced_stats_confirmed,2026-05-13T11:20:04.718510Z,2026-06-02T14:46:53.466856Z
2026,serie_b,8,jOsuO,Ponte Preta,ponte-preta,True,48,2.15,16,5,31.2,11,17,271.0,201.0,74.2,13,5,0,advanced_stats_confirmed,2026-05-13T11:20:04.718519Z,2026-06-02T14:46:53.466856Z
2026,serie_b,8,jOsuO,Sport Recife,sport,False,52,1.52,10,4,40.0,2,11,323.0,257.0,79.6,13,4,1,advanced_stats_confirmed,2026-05-13T11:20:04.718519Z,2026-06-02T14:46:53.466856Z
2026,serie_b,8,bPsoWc,Ceará,ceara,True,75,2.09,32,9,28.1,11,14,487.0,436.0,89.5,12,2,0,advanced_stats_confirmed,2026-05-13T11:20:04.718527Z,2026-06-02T14:46:53.466856Z
2026,serie_b,8,bPsoWc,Atlético Goianiense,atletico-go,False,25,1.54,5,1,20.0,1,15,166.0,112.0,67.5,15,2,1,advanced_stats_confirmed,2026-05-13T11:20:04.718527Z,2026-06-02T14:46:53.466856Z
2026,serie_b,8,HPisJRp,CRB,crb,True,42,1.34,15,5,33.3,6,15,359.0,306.0,85.2,15,2,0,advanced_stats_confirmed,2026-05-13T11:20:04.718534Z,2026-06-02T14:46:53.466856Z
2026,serie_b,8,HPisJRp,Operário-PR,operario-pr,False,58,0.38,8,2,25.0,1,14,503.0,448.0,89.1,9,4,0,advanced_stats_confirmed,2026-05-13T11:20:04.718534Z,2026-06-02T14:46:53.466856Z
2026,serie_b,8,FOsJO,Juventude,juventude,True,55,1.97,15,5,33.3,7,14,372.0,299.0,80.4,10,2,0,advanced_stats_confirmed,2026-05-13T11:20:04.718544Z,2026-06-02T14:46:53.466856Z
2026,serie_b,8,FOsJO,Criciúma,criciuma,False,45,1.18,14,2,14.3,9,18,292.0,215.0,73.6,15,4,0,advanced_stats_confirmed,2026-05-13T11:20:04.718544Z,2026-06-02T14:46:53.466856Z
2026,serie_b,8,yOslP,Náutico,nautico,True,58,1.27,18,6,33.3,3,19,423.0,353.0,83.5,23,2,0,advanced_stats_confirmed,2026-05-13T11:20:04.718562Z,2026-06-02T14:46:53.466856Z
2026,serie_b,8,yOslP,América Mineiro,america-mg,False,42,0.18,5,0,0.0,3,16,299.0,223.0,74.6,14,3,1,advanced_stats_confirmed,2026-05-13T11:20:04.718562Z,2026-06-02T14:46:53.466856Z
2026,serie_b,8,vPspWc,Avaí,avai,True,55,1.55,20,6,30.0,5,19,491.0,396.0,80.7,12,3,0,advanced_stats_confirmed,2026-05-13T11:20:04.718569Z,2026-06-02T14:46:53.466856Z
2026,serie_b,8,vPspWc,Fortaleza,fortaleza,False,45,0.58,9,2,22.2,4,17,403.0,305.0,75.7,28,3,2,advanced_stats_confirmed,2026-05-13T11:20:04.718569Z,2026-06-02T14:46:53.466856Z
2026,serie_b,8,EOsokeb,Grêmio Novorizontino,novorizontino,True,46,1.05,9,3,33.3,5,17,340.0,255.0,75.0,20,4,0,advanced_stats_confirmed,2026-05-13T11:20:04.718576Z,2026-06-02T14:46:53.466856Z
2026,serie_b,8,EOsokeb,Botafogo-SP,botafogo-sp,False,54,0.23,6,1,16.7,1,15,419.0,320.0,76.4,18,2,0,advanced_stats_confirmed,2026-05-13T11:20:04.718576Z,2026-06-02T14:46:53.466856Z
2026,serie_b,8,xPseau,Londrina,londrina,True,53,0.67,13,1,7.7,9,13,489.0,429.0,87.7,7,3,0,advanced_stats_confirmed,2026-05-13T11:20:04.718583Z,2026-06-02T14:46:53.466856Z
2026,serie_b,8,xPseau,São Bernardo,sao-bernardo,False,47,0.69,8,3,37.5,2,6,456.0,386.0,84.6,10,1,0,advanced_stats_confirmed,2026-05-13T11:20:04.718583Z,2026-06-02T14:46:53.466856Z
2026,serie_b,9,lPsJRp,Operário-PR,operario-pr,True,46,2.94,17,7,41.2,7,8,324.0,249.0,76.9,22,4,1,advanced_stats_confirmed,2026-05-22T11:54:56.668976Z,2026-06-02T14:46:53.466856Z
2026,serie_b,9,lPsJRp,Náutico,nautico,False,54,2.31,18,8,44.4,5,18,390.0,307.0,78.7,18,1,0,advanced_stats_confirmed,2026-05-22T11:54:56.668976Z,2026-06-02T14:46:53.466856Z
2026,serie_b,9,yOseau,São Bernardo,sao-bernardo,True,49,1.28,15,4,26.7,6,16,419.0,363.0,86.6,16,3,0,advanced_stats_confirmed,2026-05-22T11:54:56.668992Z,2026-06-02T14:46:53.466856Z
2026,serie_b,9,yOseau,América Mineiro,america-mg,False,51,0.55,11,4,36.4,7,16,445.0,377.0,84.7,17,5,0,advanced_stats_confirmed,2026-05-22T11:54:56.668992Z,2026-06-02T14:46:53.466856Z
2026,serie_b,9,kOsEO,Goiás,goias,True,55,0.75,17,6,35.3,4,19,505.0,441.0,87.3,10,4,0,advanced_stats_confirmed,2026-05-22T11:54:56.669001Z,2026-06-02T14:46:53.466856Z
2026,serie_b,9,kOsEO,Botafogo-SP,botafogo-sp,False,45,0.29,7,2,28.6,5,11,406.0,330.0,81.3,22,3,0,advanced_stats_confirmed,2026-05-22T11:54:56.669001Z,2026-06-02T14:46:53.466856Z
2026,serie_b,9,cJusokeb,Cuiabá,cuiaba,True,59,1.29,22,8,36.4,8,14,371.0,299.0,80.6,10,3,0,advanced_stats_confirmed,2026-05-22T11:54:56.669011Z,2026-06-02T14:46:53.466856Z
2026,serie_b,9,cJusokeb,Grêmio Novorizontino,novorizontino,False,41,0.92,10,3,30.0,4,13,261.0,183.0,70.1,7,2,0,advanced_stats_confirmed,2026-05-22T11:54:56.669011Z,2026-06-02T14:46:53.466856Z
2026,serie_b,9,FOsAfMc,Athletic Club,athletic-club,True,44,1.29,18,5,27.8,5,22,293.0,226.0,77.1,13,2,0,advanced_stats_confirmed,2026-05-22T11:54:56.669018Z,2026-06-02T14:46:53.466856Z
2026,serie_b,9,FOsAfMc,Juventude,juventude,False,56,0.83,10,4,40.0,3,16,384.0,305.0,79.4,21,3,0,advanced_stats_confirmed,2026-05-22T11:54:56.669018Z,2026-06-02T14:46:53.466856Z
2026,serie_b,9,wPspWc,Vila Nova FC,vila-nova,True,45,1.23,14,6,42.9,2,21,344.0,264.0,76.7,12,4,0,advanced_stats_confirmed,2026-05-22T11:54:56.669026Z,2026-06-02T14:46:53.466856Z
2026,serie_b,9,wPspWc,Avaí,avai,False,55,0.66,7,3,42.9,1,16,431.0,341.0,79.1,21,3,0,advanced_stats_confirmed,2026-05-22T11:54:56.669026Z,2026-06-02T14:46:53.466856Z
2026,serie_b,9,bPsvP,Ceará,ceara,True,50,1.09,10,5,50.0,3,20,357.0,284.0,79.6,10,3,0,advanced_stats_confirmed,2026-05-22T11:54:56.669034Z,2026-06-02T14:46:53.466856Z
2026,serie_b,9,bPsvP,Fortaleza,fortaleza,False,50,1.66,17,5,29.4,2,21,352.0,293.0,83.2,16,4,0,advanced_stats_confirmed,2026-05-22T11:54:56.669034Z,2026-06-02T14:46:53.466856Z
2026,serie_b,9,JOsoWc,Criciúma,criciuma,True,67,1.01,13,1,7.7,7,14,438.0,340.0,77.6,13,3,0,advanced_stats_confirmed,2026-05-22T11:54:56.669041Z,2026-06-02T14:46:53.466856Z
2026,serie_b,9,JOsoWc,Atlético Goianiense,atletico-go,False,33,1.3,18,4,22.2,9,16,220.0,139.0,63.2,10,4,0,advanced_stats_confirmed,2026-05-22T11:54:56.669041Z,2026-06-02T14:46:53.466856Z
2026,serie_b,9,jOsHPi,Sport Recife,sport,True,56,0.9,13,3,23.1,3,14,392.0,326.0,83.2,14,2,0,advanced_stats_confirmed,2026-05-22T11:54:56.669048Z,2026-06-02T14:46:53.466856Z
2026,serie_b,9,jOsHPi,CRB,crb,False,44,1.53,12,6,50.0,2,13,313.0,251.0,80.2,10,4,0,advanced_stats_confirmed,2026-05-22T11:54:56.669048Z,2026-06-02T14:46:53.466856Z
2026,serie_b,9,uOsxP,Ponte Preta,ponte-preta,True,55,1.23,16,5,31.2,11,16,369.0,307.0,83.2,10,6,0,advanced_stats_confirmed,2026-05-22T11:54:56.669066Z,2026-06-02T14:46:53.466856Z
2026,serie_b,9,uOsxP,Londrina,londrina,False,45,2.46,19,9,47.4,4,8,333.0,270.0,81.1,15,1,1,advanced_stats_confirmed,2026-05-22T11:54:56.669066Z,2026-06-02T14:46:53.466856Z
2026,serie_b,10,lPscJu,Náutico,nautico,True,67,1.85,10,2,20.0,6,16,515.0,426.0,82.7,11,3,0,advanced_stats_confirmed,2026-05-26T17:32:31.119293Z,2026-06-02T14:46:53.466856Z
2026,serie_b,10,lPscJu,Cuiabá,cuiaba,False,33,0.36,7,2,28.6,1,20,261.0,186.0,71.3,19,2,0,advanced_stats_confirmed,2026-05-26T17:32:31.119293Z,2026-06-02T14:46:53.466856Z
2026,serie_b,10,bPsokeb,Grêmio Novorizontino,novorizontino,True,49,0.94,15,6,40.0,5,18,361.0,295.0,81.7,15,1,0,advanced_stats_confirmed,2026-05-26T17:32:31.119314Z,2026-06-02T14:46:53.466856Z
2026,serie_b,10,bPsokeb,Ceará,ceara,False,51,0.52,5,1,20.0,2,12,391.0,324.0,82.9,14,3,1,advanced_stats_confirmed,2026-05-26T17:32:31.119314Z,2026-06-02T14:46:53.466856Z
2026,serie_b,10,vPsxP,Fortaleza,fortaleza,True,52,2.3,17,4,23.5,5,14,458.0,405.0,88.4,12,3,0,advanced_stats_confirmed,2026-05-26T17:32:31.119336Z,2026-06-02T14:46:53.466856Z
2026,serie_b,10,vPsxP,Londrina,londrina,False,48,0.23,9,2,22.2,1,15,438.0,374.0,85.4,14,4,0,advanced_stats_confirmed,2026-05-26T17:32:31.119336Z,2026-06-02T14:46:53.466856Z
2026,serie_b,10,jOsFO,Juventude,juventude,True,52,1.06,16,2,12.5,9,19,361.0,290.0,80.3,18,1,0,advanced_stats_confirmed,2026-05-26T17:32:31.119345Z,2026-06-02T14:46:53.466856Z
2026,serie_b,10,jOsFO,Sport Recife,sport,False,48,0.69,10,2,20.0,2,13,345.0,279.0,80.9,11,4,0,advanced_stats_confirmed,2026-05-26T17:32:31.119345Z,2026-06-02T14:46:53.466856Z
2026,serie_b,10,oWcseau,Atlético Goianiense,atletico-go,True,49,1.08,17,4,23.5,8,15,380.0,312.0,82.1,18,0,0,advanced_stats_confirmed,2026-05-26T17:32:31.119353Z,2026-06-02T14:46:53.466856Z
2026,serie_b,10,oWcseau,São Bernardo,sao-bernardo,False,51,1.81,11,5,45.5,4,13,405.0,337.0,83.2,17,2,0,advanced_stats_confirmed,2026-05-26T17:32:31.119353Z,2026-06-02T14:46:53.466856Z
2026,serie_b,10,uOsHPi,CRB,crb,True,58,1.65,33,11,33.3,12,16,453.0,386.0,85.2,14,13,0,advanced_stats_confirmed,2026-05-26T17:32:31.119361Z,2026-06-02T14:46:53.466856Z
2026,serie_b,10,uOsHPi,Ponte Preta,ponte-preta,False,42,0.6,10,4,40.0,5,8,331.0,266.0,80.4,10,2,0,advanced_stats_confirmed,2026-05-26T17:32:31.119361Z,2026-06-02T14:46:53.466856Z
2026,serie_b,10,yOswP,América Mineiro,america-mg,True,50,1.96,17,5,29.4,4,15,451.0,372.0,82.5,15,3,0,advanced_stats_confirmed,2026-05-26T17:32:31.119368Z,2026-06-02T14:46:53.466856Z
2026,serie_b,10,yOswP,Vila Nova FC,vila-nova,False,50,0.8,12,4,33.3,4,16,450.0,363.0,80.7,15,3,0,advanced_stats_confirmed,2026-05-26T17:32:31.119368Z,2026-06-02T14:46:53.466856Z
2026,serie_b,10,kOspWc,Avaí,avai,True,35,0.5,7,3,42.9,1,15,340.0,277.0,81.5,15,1,1,advanced_stats_confirmed,2026-05-26T17:32:31.119376Z,2026-06-02T14:46:53.466856Z
2026,serie_b,10,kOspWc,Goiás,goias,False,65,2.23,12,8,66.7,6,18,626.0,549.0,87.7,14,2,0,advanced_stats_confirmed,2026-05-26T17:32:31.119376Z,2026-06-02T14:46:53.466856Z
2026,serie_b,10,JOsJRp,Operário-PR,operario-pr,True,50,1.36,20,6,30.0,8,13,350.0,272.0,77.7,14,2,0,advanced_stats_confirmed,2026-05-26T17:32:31.119383Z,2026-06-02T14:46:53.466856Z
2026,serie_b,10,JOsJRp,Criciúma,criciuma,False,50,0.75,13,6,46.2,6,18,359.0,278.0,77.4,12,3,0,advanced_stats_confirmed,2026-05-26T17:32:31.119383Z,2026-06-02T14:46:53.466856Z
2026,serie_b,10,EOsAfMc,Botafogo-SP,botafogo-sp,True,62,1.37,12,6,50.0,6,14,413.0,332.0,80.4,12,4,0,advanced_stats_confirmed,2026-05-26T17:32:31.119390Z,2026-06-02T14:46:53.466856Z
2026,serie_b,10,EOsAfMc,Athletic Club,athletic-club,False,38,1,8,2,25.0,2,14,255.0,176.0,69.0,14,2,0,advanced_stats_confirmed,2026-05-26T17:32:31.119390Z,2026-06-02T14:46:53.466856Z
2026,serie_b,11,yOsFO,Juventude,juventude,True,38,2.06,16,6,37.5,5,16,296.0,241.0,81.4,23,0,0,advanced_stats_confirmed,2026-06-02T14:19:39.339162Z,2026-06-02T14:46:53.466856Z
2026,serie_b,11,yOsFO,América Mineiro,america-mg,False,62,0.81,16,8,50.0,5,14,508.0,449.0,88.4,7,2,0,advanced_stats_confirmed,2026-06-02T14:19:39.339162Z,2026-06-02T14:46:53.466856Z
2026,serie_b,11,kOsoWc,Atlético Goianiense,atletico-go,True,55,2.09,17,6,35.3,9,13,383.0,327.0,85.4,10,4,0,advanced_stats_confirmed,2026-06-02T14:19:39.339177Z,2026-06-02T14:46:53.466856Z
2026,serie_b,11,kOsoWc,Goiás,goias,False,45,0.69,6,3,50.0,2,14,327.0,266.0,81.3,16,3,0,advanced_stats_confirmed,2026-06-02T14:19:39.339177Z,2026-06-02T14:46:53.466856Z
2026,serie_b,11,JOspWc,Avaí,avai,True,57,0.55,11,3,27.3,3,16,371.0,295.0,79.5,12,2,0,advanced_stats_confirmed,2026-06-02T14:19:39.339187Z,2026-06-02T14:46:53.466856Z
2026,serie_b,11,JOspWc,Criciúma,criciuma,False,43,1.11,17,3,17.6,9,25,265.0,193.0,72.8,20,2,0,advanced_stats_confirmed,2026-06-02T14:19:39.339187Z,2026-06-02T14:46:53.466856Z
2026,serie_b,11,vPsAfMc,Athletic Club,athletic-club,True,46,0.82,12,2,16.7,8,17,348.0,271.0,77.9,22,0,0,advanced_stats_confirmed,2026-06-02T14:19:39.339195Z,2026-06-02T14:46:53.466856Z
2026,serie_b,11,vPsAfMc,Fortaleza,fortaleza,False,54,1.22,14,4,28.6,7,15,413.0,344.0,83.3,11,1,0,advanced_stats_confirmed,2026-06-02T14:19:39.339195Z,2026-06-02T14:46:53.466856Z
2026,serie_b,11,jOslP,Sport Recife,sport,True,40,2.19,8,5,62.5,1,18,252.0,177.0,70.2,18,5,0,advanced_stats_confirmed,2026-06-02T14:19:39.339203Z,2026-06-02T14:46:53.466856Z
2026,serie_b,11,jOslP,Náutico,nautico,False,60,1.17,19,6,31.6,8,18,369.0,289.0,78.3,6,3,0,advanced_stats_confirmed,2026-06-02T14:19:39.339203Z,2026-06-02T14:46:53.466856Z
2026,serie_b,11,wPsxP,Londrina,londrina,True,34,0.74,7,5,71.4,2,13,241.0,167.0,69.3,12,6,2,advanced_stats_confirmed,2026-06-02T14:19:39.339210Z,2026-06-02T14:46:53.466856Z
2026,serie_b,11,wPsxP,Vila Nova FC,vila-nova,False,66,0.91,18,3,16.7,9,14,462.0,405.0,87.7,6,6,1,advanced_stats_confirmed,2026-06-02T14:19:39.339210Z,2026-06-02T14:46:53.466856Z
2026,serie_b,11,eausokeb,São Bernardo,sao-bernardo,True,54,1.78,11,4,36.4,6,16,373.0,293.0,78.6,16,3,0,advanced_stats_confirmed,2026-06-02T14:19:39.339218Z,2026-06-02T14:46:53.466856Z
2026,serie_b,11,eausokeb,Grêmio Novorizontino,novorizontino,False,46,1.04,10,3,30.0,1,12,317.0,247.0,77.9,6,2,0,advanced_stats_confirmed,2026-06-02T14:19:39.339218Z,2026-06-02T14:46:53.466856Z
2026,serie_b,11,bPsJRp,Ceará,ceara,True,53,1.74,20,8,40.0,7,18,382.0,322.0,84.3,6,6,2,advanced_stats_confirmed,2026-06-02T14:19:39.339225Z,2026-06-02T14:46:53.466856Z
2026,serie_b,11,bPsJRp,Operário-PR,operario-pr,False,47,0.6,9,2,22.2,2,12,351.0,294.0,83.8,15,4,0,advanced_stats_confirmed,2026-06-02T14:19:39.339225Z,2026-06-02T14:46:53.466856Z
2026,serie_b,11,HPiscJu,Cuiabá,cuiaba,True,40,1.38,14,8,57.1,7,13,351.0,290.0,82.6,7,2,0,advanced_stats_confirmed,2026-06-02T14:19:39.339233Z,2026-06-02T14:46:53.466856Z
2026,serie_b,11,HPiscJu,Clube De Regatas Brasil,clube-de-regatas-brasil,False,60,0.65,14,4,28.6,3,7,528.0,462.0,87.5,15,0,0,advanced_stats_confirmed,2026-06-02T14:19:39.339233Z,2026-06-02T14:46:53.466856Z
2026,serie_b,11,uOsEO,Ponte Preta,ponte-preta,True,32,0.26,7,1,14.3,5,18,199.0,126.0,63.3,13,4,2,advanced_stats_confirmed,2026-06-02T14:19:39.339242Z,2026-06-02T14:46:53.466856Z
2026,serie_b,11,uOsEO,Botafogo-SP,botafogo-sp,False,68,1.87,29,4,13.8,12,15,411.0,356.0,86.6,7,2,0,advanced_stats_confirmed,2026-06-02T14:19:39.339242Z,2026-06-02T14:46:53.466856Z
