season,competition,round,match_code,team_name,team_key,is_home,possession,expected_goals,shots_total,shots_on_target,shots_on_target_pct,corners,fouls,passes_total,passes_accurate,passes_accuracy_pct,tackles_total,yellow_cards,red_cards,data_status,last_updated_at,transformed_at
2026,serie_b,1,FOspWc,Avaí,avai,True,41,0.96,16,5,31.2,3,15,321.0,244.0,76.0,20,3,0,advanced_stats_confirmed,2026-04-13T11:10:38.875339Z,2026-06-02T14:46:53.466856Z
2026,serie_b,1,FOspWc,Juventude,juventude,False,59,0.74,8,1,12.5,3,14,449.0,381.0,84.9,14,0,0,advanced_stats_confirmed,2026-04-13T11:10:38.875339Z,2026-06-02T14:46:53.466856Z
2026,serie_b,1,JOslP,Náutico,nautico,True,60,0.77,10,1,10.0,12,17,395.0,312.0,79.0,10,3,1,advanced_stats_confirmed,2026-04-13T11:10:38.875346Z,2026-06-02T14:46:53.466856Z
2026,serie_b,1,JOslP,Criciúma,criciuma,False,40,1.11,9,2,22.2,8,19,262.0,181.0,69.1,17,3,0,advanced_stats_confirmed,2026-04-13T11:10:38.875346Z,2026-06-02T14:46:53.466856Z
2026,serie_b,1,uOsAfMc,Athletic Club,athletic-club,True,43,1.01,17,8,47.1,3,21,335.0,274.0,81.8,11,3,0,advanced_stats_confirmed,2026-04-13T11:10:38.875354Z,2026-06-02T14:46:53.466856Z
2026,serie_b,1,uOsAfMc,Ponte Preta,ponte-preta,False,57,0.79,10,3,30.0,3,15,449.0,375.0,83.5,15,3,0,advanced_stats_confirmed,2026-04-13T11:10:38.875354Z,2026-06-02T14:46:53.466856Z
2026,serie_b,1,kOsyO,Goiás,goias,True,33,1.96,9,3,33.3,3,10,258.0,194.0,75.2,14,1,1,advanced_stats_confirmed,2026-04-13T11:10:38.875361Z,2026-06-02T14:46:53.466856Z
2026,serie_b,1,kOsyO,América Mineiro,america-mg,False,67,1.77,24,9,37.5,8,6,505.0,445.0,88.1,14,1,0,advanced_stats_confirmed,2026-04-13T11:10:38.875361Z,2026-06-02T14:46:53.466856Z
2026,serie_b,1,xPsokeb,Grêmio Novorizontino,novorizontino,True,56,2.25,24,9,37.5,9,9,414.0,339.0,81.9,20,0,0,advanced_stats_confirmed,2026-04-13T11:10:38.875368Z,2026-06-02T14:46:53.466856Z
2026,serie_b,1,xPsokeb,Londrina,londrina,False,44,1.06,11,3,27.3,7,9,347.0,270.0,77.8,20,3,0,advanced_stats_confirmed,2026-04-13T11:10:38.875368Z,2026-06-02T14:46:53.466856Z
2026,serie_b,2,FOsokeb,Juventude,juventude,True,60,0.68,13,4,30.8,4,13,476.0,412.0,86.6,10,4,0,advanced_stats_confirmed,2026-04-13T11:10:39.225909Z,2026-06-02T14:46:53.466856Z
2026,serie_b,2,FOsokeb,Grêmio Novorizontino,novorizontino,False,40,0.26,9,0,0.0,8,15,308.0,249.0,80.8,11,3,0,advanced_stats_confirmed,2026-04-13T11:10:39.225909Z,2026-06-02T14:46:53.466856Z
2026,serie_b,2,vPscJu,Fortaleza,fortaleza,True,59,0.54,15,2,13.3,4,20,511.0,435.0,85.1,13,1,0,advanced_stats_confirmed,2026-04-13T11:10:39.225923Z,2026-06-02T14:46:53.466856Z
2026,serie_b,2,vPscJu,Cuiabá,cuiaba,False,41,0.06,4,0,0.0,0,18,372.0,290.0,78.0,12,2,0,advanced_stats_confirmed,2026-04-13T11:10:39.225923Z,2026-06-02T14:46:53.466856Z
2026,serie_b,2,yOsEO,América Mineiro,america-mg,True,68,1.19,14,1,7.1,11,15,485.0,435.0,89.7,10,2,0,advanced_stats_confirmed,2026-04-13T11:10:39.225931Z,2026-06-02T14:46:53.466856Z
2026,serie_b,2,yOsEO,Botafogo-SP,botafogo-sp,False,32,1.12,13,5,38.5,7,17,226.0,176.0,77.9,16,4,0,advanced_stats_confirmed,2026-04-13T11:10:39.225931Z,2026-06-02T14:46:53.466856Z
2026,serie_b,2,lPsoWc,Atlético Goianiense,atletico-go,True,49,1.47,11,2,18.2,7,21,310.0,248.0,80.0,16,1,0,advanced_stats_confirmed,2026-04-13T11:10:39.225939Z,2026-06-02T14:46:53.466856Z
2026,serie_b,2,lPsoWc,Náutico,nautico,False,51,0.82,9,4,44.4,1,18,331.0,267.0,80.7,20,4,1,advanced_stats_confirmed,2026-04-13T11:10:39.225939Z,2026-06-02T14:46:53.466856Z
2026,serie_b,2,kOsxP,Londrina,londrina,True,41,1.61,8,5,62.5,6,16,294.0,225.0,76.5,20,4,0,advanced_stats_confirmed,2026-04-13T11:10:39.225952Z,2026-06-02T14:46:53.466856Z
2026,serie_b,2,kOsxP,Goiás,goias,False,59,1.88,14,3,21.4,6,17,430.0,361.0,84.0,3,5,0,advanced_stats_confirmed,2026-04-13T11:10:39.225952Z,2026-06-02T14:46:53.466856Z
2026,serie_b,2,jOswP,Sport Recife,sport,True,39,0.68,10,7,70.0,6,11,320.0,250.0,78.1,16,2,1,advanced_stats_confirmed,2026-04-13T11:10:39.225959Z,2026-06-02T14:46:53.466856Z
2026,serie_b,2,jOswP,Vila Nova FC,vila-nova,False,61,1.64,16,2,12.5,3,12,505.0,446.0,88.3,17,4,1,advanced_stats_confirmed,2026-04-13T11:10:39.225959Z,2026-06-02T14:46:53.466856Z
2026,serie_b,2,uOsbP,Ponte Preta,ponte-preta,True,59,1.5,9,5,55.6,4,20,441.0,381.0,86.4,11,2,0,advanced_stats_confirmed,2026-04-13T11:10:39.225967Z,2026-06-02T14:46:53.466856Z
2026,serie_b,2,uOsbP,Ceará,ceara,False,41,2.24,14,4,28.6,6,13,302.0,230.0,76.2,16,3,1,advanced_stats_confirmed,2026-04-13T11:10:39.225967Z,2026-06-02T14:46:53.466856Z
2026,serie_b,2,pWcsHPi,CRB,crb,True,57,1.56,27,6,22.2,5,10,544.0,476.0,87.5,11,1,0,advanced_stats_confirmed,2026-04-13T11:10:39.225974Z,2026-06-02T14:46:53.466856Z
2026,serie_b,2,pWcsHPi,Avaí,avai,False,43,0.54,15,3,20.0,5,14,410.0,347.0,84.6,17,6,1,advanced_stats_confirmed,2026-04-13T11:10:39.225974Z,2026-06-02T14:46:53.466856Z
2026,serie_b,2,JOsAfMc,Criciúma,criciuma,True,71,2.8,32,7,21.9,9,10,499.0,452.0,90.6,17,3,0,advanced_stats_confirmed,2026-04-13T11:10:39.225981Z,2026-06-02T14:46:53.466856Z
2026,serie_b,2,JOsAfMc,Athletic Club,athletic-club,False,29,0.57,7,2,28.6,2,21,208.0,131.0,63.0,22,5,1,advanced_stats_confirmed,2026-04-13T11:10:39.225981Z,2026-06-02T14:46:53.466856Z
2026,serie_b,2,JRpseau,São Bernardo,sao-bernardo,True,48,0.93,16,5,31.2,6,7,478.0,421.0,88.1,9,2,0,advanced_stats_confirmed,2026-04-13T11:10:39.225988Z,2026-06-02T14:46:53.466856Z
2026,serie_b,2,JRpseau,Operário-PR,operario-pr,False,52,0.95,15,7,46.7,8,8,521.0,465.0,89.3,13,3,0,advanced_stats_confirmed,2026-04-13T11:10:39.225988Z,2026-06-02T14:46:53.466856Z
2026,serie_b,3,FOsvP,Fortaleza,fortaleza,True,37,1.73,11,4,36.4,5,23,280.0,220.0,78.6,10,3,0,advanced_stats_confirmed,2026-04-13T11:10:39.493222Z,2026-06-02T14:46:53.466856Z
2026,serie_b,3,FOsvP,Juventude,juventude,False,63,1.05,18,6,33.3,2,11,476.0,408.0,85.7,18,0,0,advanced_stats_confirmed,2026-04-13T11:10:39.493222Z,2026-06-02T14:46:53.466856Z
2026,serie_b,3,bPscJu,Cuiabá,cuiaba,True,65,2.23,16,6,37.5,1,14,500.0,445.0,89.0,10,0,0,advanced_stats_confirmed,2026-04-13T11:10:39.493238Z,2026-06-02T14:46:53.466856Z
2026,serie_b,3,bPscJu,Ceará,ceara,False,35,1.48,7,2,28.6,2,20,277.0,221.0,79.8,11,4,0,advanced_stats_confirmed,2026-04-13T11:10:39.493238Z,2026-06-02T14:46:53.466856Z
2026,serie_b,3,uOslP,Náutico,nautico,True,69,2.4,23,6,26.1,17,14,448.0,387.0,86.4,11,3,0,advanced_stats_confirmed,2026-04-13T11:10:39.493246Z,2026-06-02T14:46:53.466856Z
2026,serie_b,3,uOslP,Ponte Preta,ponte-preta,False,31,0.6,4,4,100.0,3,21,206.0,142.0,68.9,12,1,2,advanced_stats_confirmed,2026-04-13T11:10:39.493246Z,2026-06-02T14:46:53.466856Z
2026,serie_b,3,wPsoWc,Vila Nova FC,vila-nova,True,58,2.2,17,5,29.4,8,16,357.0,265.0,74.2,16,3,0,advanced_stats_confirmed,2026-04-13T11:10:39.493253Z,2026-06-02T14:46:53.466856Z
2026,serie_b,3,wPsoWc,Atlético Goianiense,atletico-go,False,42,1.41,10,4,40.0,3,24,267.0,181.0,67.8,18,2,0,advanced_stats_confirmed,2026-04-13T11:10:39.493253Z,2026-06-02T14:46:53.466856Z
2026,serie_b,3,jOsxP,Londrina,londrina,True,38,0.85,13,3,23.1,5,13,281.0,223.0,79.4,18,2,0,advanced_stats_confirmed,2026-04-13T11:10:39.493263Z,2026-06-02T14:46:53.466856Z
2026,serie_b,3,jOsxP,Sport Recife,sport,False,62,2.23,16,4,25.0,7,13,481.0,418.0,86.9,16,0,0,advanced_stats_confirmed,2026-04-13T11:10:39.493263Z,2026-06-02T14:46:53.466856Z
2026,serie_b,3,pWcsJRp,Avaí,avai,True,49,1.15,13,4,30.8,9,19,330.0,266.0,80.6,22,2,0,advanced_stats_confirmed,2026-04-13T11:10:39.493270Z,2026-06-02T14:46:53.466856Z
2026,serie_b,3,pWcsJRp,Operário-PR,operario-pr,False,51,0.16,6,3,50.0,4,19,366.0,295.0,80.6,13,6,0,advanced_stats_confirmed,2026-04-13T11:10:39.493270Z,2026-06-02T14:46:53.466856Z
2026,serie_b,3,HPisokeb,Grêmio Novorizontino,novorizontino,True,43,1.12,19,3,15.8,5,19,356.0,301.0,84.6,17,4,0,advanced_stats_confirmed,2026-04-13T11:10:39.493278Z,2026-06-02T14:46:53.466856Z
2026,serie_b,3,HPisokeb,CRB,crb,False,57,1.61,11,4,36.4,1,12,514.0,450.0,87.5,9,5,0,advanced_stats_confirmed,2026-04-13T11:10:39.493278Z,2026-06-02T14:46:53.466856Z
2026,serie_b,3,yOsAfMc,Athletic Club,athletic-club,True,35,1.43,10,4,40.0,4,18,279.0,217.0,77.8,15,3,1,advanced_stats_confirmed,2026-04-13T11:10:39.493285Z,2026-06-02T14:46:53.466856Z
2026,serie_b,3,yOsAfMc,América Mineiro,america-mg,False,65,1.95,20,7,35.0,7,12,508.0,437.0,86.0,12,1,0,advanced_stats_confirmed,2026-04-13T11:10:39.493285Z,2026-06-02T14:46:53.466856Z
2026,serie_b,3,EOseau,Botafogo-SP,botafogo-sp,True,48,1.22,16,4,25.0,9,12,396.0,323.0,81.6,14,3,0,advanced_stats_confirmed,2026-04-13T11:10:39.493292Z,2026-06-02T14:46:53.466856Z
2026,serie_b,3,EOseau,São Bernardo,sao-bernardo,False,52,1.62,13,6,46.2,8,11,423.0,352.0,83.2,8,2,0,advanced_stats_confirmed,2026-04-13T11:10:39.493292Z,2026-06-02T14:46:53.466856Z
2026,serie_b,3,kOsJO,Goiás,goias,True,54,1.32,13,3,23.1,6,9,460.0,377.0,82.0,16,1,0,advanced_stats_confirmed,2026-04-13T11:10:39.493300Z,2026-06-02T14:46:53.466856Z
2026,serie_b,3,kOsJO,Criciúma,criciuma,False,46,0.74,9,1,11.1,7,11,393.0,323.0,82.2,16,0,0,advanced_stats_confirmed,2026-04-13T11:10:39.493300Z,2026-06-02T14:46:53.466856Z
2026,serie_b,4,EOsJO,Criciúma,criciuma,True,51,1.63,12,3,25.0,9,15,347.0,255.0,73.5,11,4,1,advanced_stats_confirmed,2026-04-13T11:10:39.691020Z,2026-06-02T14:46:53.466856Z
2026,serie_b,4,EOsJO,Botafogo-SP,botafogo-sp,False,49,0.65,12,1,8.3,6,15,334.0,240.0,71.9,14,2,0,advanced_stats_confirmed,2026-04-13T11:10:39.691020Z,2026-06-02T14:46:53.466856Z
2026,serie_b,4,kOsFO,Juventude,juventude,True,43,0.55,10,7,70.0,6,19,279.0,229.0,82.1,14,0,0,advanced_stats_confirmed,2026-04-13T11:10:39.691049Z,2026-06-02T14:46:53.466856Z
2026,serie_b,4,kOsFO,Goiás,goias,False,57,0.32,5,1,20.0,1,16,397.0,338.0,85.1,9,1,2,advanced_stats_confirmed,2026-04-13T11:10:39.691049Z,2026-06-02T14:46:53.466856Z
2026,serie_b,4,uOswP,Ponte Preta,ponte-preta,True,50,1.83,17,5,29.4,9,12,355.0,277.0,78.0,20,1,0,advanced_stats_confirmed,2026-04-13T11:10:39.691064Z,2026-06-02T14:46:53.466856Z
2026,serie_b,4,uOswP,Vila Nova FC,vila-nova,False,50,0.8,14,5,35.7,4,15,379.0,296.0,78.1,18,4,0,advanced_stats_confirmed,2026-04-13T11:10:39.691064Z,2026-06-02T14:46:53.466856Z
2026,serie_b,4,jOspWc,Sport Recife,sport,True,59,3.24,21,10,47.6,7,8,414.0,343.0,82.9,19,2,0,advanced_stats_confirmed,2026-04-13T11:10:39.691077Z,2026-06-02T14:46:53.466856Z
2026,serie_b,4,jOspWc,Avaí,avai,False,41,1.79,16,4,25.0,8,16,291.0,221.0,75.9,8,7,0,advanced_stats_confirmed,2026-04-13T11:10:39.691077Z,2026-06-02T14:46:53.466856Z
2026,serie_b,4,bPslP,Ceará,ceara,True,40,1.56,10,5,50.0,3,12,301.0,246.0,81.7,11,4,0,advanced_stats_confirmed,2026-04-13T11:10:39.691099Z,2026-06-02T14:46:53.466856Z
2026,serie_b,4,bPslP,Náutico,nautico,False,60,0.8,15,3,20.0,4,15,445.0,382.0,85.8,17,4,0,advanced_stats_confirmed,2026-04-13T11:10:39.691099Z,2026-06-02T14:46:53.466856Z
2026,serie_b,4,yOsokeb,América Mineiro,america-mg,True,54,0.26,6,3,50.0,4,14,376.0,313.0,83.2,12,1,0,advanced_stats_confirmed,2026-04-13T11:10:39.691113Z,2026-06-02T14:46:53.466856Z
2026,serie_b,4,yOsokeb,Grêmio Novorizontino,novorizontino,False,46,1.9,15,8,53.3,5,10,326.0,252.0,77.3,7,3,0,advanced_stats_confirmed,2026-04-13T11:10:39.691113Z,2026-06-02T14:46:53.466856Z
2026,serie_b,4,JRpscJu,Operário-PR,operario-pr,True,59,1.01,13,3,23.1,2,17,440.0,376.0,85.5,14,2,0,advanced_stats_confirmed,2026-04-13T11:10:39.691130Z,2026-06-02T14:46:53.466856Z
2026,serie_b,4,JRpscJu,Cuiabá,cuiaba,False,41,0.41,11,2,18.2,1,18,300.0,243.0,81.0,13,5,1,advanced_stats_confirmed,2026-04-13T11:10:39.691130Z,2026-06-02T14:46:53.466856Z
2026,serie_b,4,vPseau,São Bernardo,sao-bernardo,True,49,1.07,15,2,13.3,4,10,429.0,368.0,85.8,13,1,0,advanced_stats_confirmed,2026-04-13T11:10:39.691147Z,2026-06-02T14:46:53.466856Z
2026,serie_b,4,vPseau,Fortaleza,fortaleza,False,51,1.42,17,6,35.3,6,17,452.0,399.0,88.3,8,3,0,advanced_stats_confirmed,2026-04-13T11:10:39.691147Z,2026-06-02T14:46:53.466856Z
2026,serie_b,4,HPisAfMc,CRB,crb,True,48,1.19,9,4,44.4,1,15,342.0,282.0,82.5,17,2,0,advanced_stats_confirmed,2026-04-13T11:10:39.691160Z,2026-06-02T14:46:53.466856Z
2026,serie_b,4,HPisAfMc,Athletic Club,athletic-club,False,52,1.85,12,5,41.7,6,21,364.0,308.0,84.6,14,2,0,advanced_stats_confirmed,2026-04-13T11:10:39.691160Z,2026-06-02T14:46:53.466856Z
2026,serie_b,4,xPsoWc,Atlético Goianiense,atletico-go,True,50,2.75,17,5,29.4,8,26,416.0,357.0,85.8,17,1,0,advanced_stats_confirmed,2026-04-13T11:10:39.691172Z,2026-06-02T14:46:53.466856Z
2026,serie_b,4,xPsoWc,Londrina,londrina,False,50,0.28,6,1,16.7,2,12,421.0,332.0,78.9,10,1,0,advanced_stats_confirmed,2026-04-13T11:10:39.691172Z,2026-06-02T14:46:53.466856Z
2026,serie_b,5,jOsyO,América Mineiro,america-mg,True,50,1.26,17,6,35.3,8,14,316.0,264.0,83.5,15,1,0,advanced_stats_confirmed,2026-04-22T13:04:39.911267Z,2026-06-02T14:46:53.466856Z
2026,serie_b,5,jOsyO,Sport Recife,sport,False,50,0.35,9,0,0.0,3,15,324.0,270.0,83.3,15,4,0,advanced_stats_confirmed,2026-04-22T13:04:39.911267Z,2026-06-02T14:46:53.466856Z
2026,serie_b,5,lPseau,Náutico,nautico,True,61,2.24,18,2,11.1,10,15,418.0,355.0,84.9,9,2,0,advanced_stats_confirmed,2026-04-22T13:04:39.911317Z,2026-06-02T14:46:53.466856Z
2026,serie_b,5,lPseau,São Bernardo,sao-bernardo,False,39,1.45,11,5,45.5,2,16,284.0,222.0,78.2,17,6,0,advanced_stats_confirmed,2026-04-22T13:04:39.911317Z,2026-06-02T14:46:53.466856Z
2026,serie_b,5,wPsJRp,Vila Nova FC,vila-nova,True,45,1.27,10,4,40.0,3,22,304.0,245.0,80.6,14,7,0,advanced_stats_confirmed,2026-04-22T13:04:39.911353Z,2026-06-02T14:46:53.466856Z
2026,serie_b,5,wPsJRp,Operário-PR,operario-pr,False,55,1.01,7,3,42.9,6,7,366.0,299.0,81.7,13,2,0,advanced_stats_confirmed,2026-04-22T13:04:39.911353Z,2026-06-02T14:46:53.466856Z
2026,serie_b,5,uOspWc,Avaí,avai,True,61,0.65,12,2,16.7,5,16,471.0,399.0,84.7,12,4,0,advanced_stats_confirmed,2026-04-22T13:04:39.911386Z,2026-06-02T14:46:53.466856Z
2026,serie_b,5,uOspWc,Ponte Preta,ponte-preta,False,39,2.33,12,8,66.7,4,16,306.0,222.0,72.5,18,2,0,advanced_stats_confirmed,2026-04-22T13:04:39.911386Z,2026-06-02T14:46:53.466856Z
2026,serie_b,5,FOsHPi,CRB,crb,True,57,1.16,15,6,40.0,5,15,459.0,406.0,88.5,11,4,1,advanced_stats_confirmed,2026-04-22T13:04:39.911419Z,2026-06-02T14:46:53.466856Z
2026,serie_b,5,FOsHPi,Juventude,juventude,False,43,1.31,8,2,25.0,2,19,356.0,296.0,83.1,14,2,0,advanced_stats_confirmed,2026-04-22T13:04:39.911419Z,2026-06-02T14:46:53.466856Z
2026,serie_b,5,EOsoWc,Botafogo-SP,botafogo-sp,True,55,1.02,12,4,33.3,7,14,353.0,284.0,80.5,17,2,0,advanced_stats_confirmed,2026-04-22T13:04:39.911464Z,2026-06-02T14:46:53.466856Z
2026,serie_b,5,EOsoWc,Atlético Goianiense,atletico-go,False,45,1.24,10,3,30.0,5,14,283.0,218.0,77.0,18,3,0,advanced_stats_confirmed,2026-04-22T13:04:39.911464Z,2026-06-02T14:46:53.466856Z
2026,serie_b,5,bPsxP,Londrina,londrina,True,51,1.06,18,3,16.7,14,18,335.0,261.0,77.9,15,1,0,advanced_stats_confirmed,2026-04-22T13:04:39.911496Z,2026-06-02T14:46:53.466856Z
2026,serie_b,5,bPsxP,Ceará,ceara,False,49,1.12,13,6,46.2,4,10,345.0,280.0,81.2,14,0,0,advanced_stats_confirmed,2026-04-22T13:04:39.911496Z,2026-06-02T14:46:53.466856Z
2026,serie_b,5,kOscJu,Goiás,goias,True,66,0.29,8,0,0.0,4,15,510.0,438.0,85.9,11,2,0,advanced_stats_confirmed,2026-04-22T13:04:39.911527Z,2026-06-02T14:46:53.466856Z
2026,serie_b,5,kOscJu,Cuiabá,cuiaba,False,34,1.39,11,4,36.4,4,26,265.0,195.0,73.6,14,2,0,advanced_stats_confirmed,2026-04-22T13:04:39.911527Z,2026-06-02T14:46:53.466856Z
2026,serie_b,5,JOsvP,Fortaleza,fortaleza,True,45,0.55,14,4,28.6,4,18,340.0,264.0,77.6,13,3,0,advanced_stats_confirmed,2026-04-22T13:04:39.911561Z,2026-06-02T14:46:53.466856Z
2026,serie_b,5,JOsvP,Criciúma,criciuma,False,55,0.85,6,3,50.0,3,16,426.0,341.0,80.0,9,2,0,advanced_stats_confirmed,2026-04-22T13:04:39.911561Z,2026-06-02T14:46:53.466856Z
2026,serie_b,5,okebsAfMc,Grêmio Novorizontino,novorizontino,True,63,1.99,20,7,35.0,11,11,504.0,456.0,90.5,7,1,0,advanced_stats_confirmed,2026-04-22T13:04:39.911592Z,2026-06-02T14:46:53.466856Z
2026,serie_b,5,okebsAfMc,Athletic Club,athletic-club,False,37,0.72,7,2,28.6,1,15,304.0,248.0,81.6,12,4,2,advanced_stats_confirmed,2026-04-22T13:04:39.911592Z,2026-06-02T14:46:53.466856Z
2026,serie_b,6,EOscJu,Cuiabá,cuiaba,True,57,1.08,17,5,29.4,6,20,350.0,262.0,74.9,14,4,0,advanced_stats_confirmed,2026-04-27T13:08:08.637054Z,2026-06-02T14:46:53.466856Z
2026,serie_b,6,EOscJu,Botafogo-SP,botafogo-sp,False,43,1.34,10,3,30.0,4,7,264.0,169.0,64.0,15,3,0,advanced_stats_confirmed,2026-04-27T13:08:08.637054Z,2026-06-02T14:46:53.466856Z
2026,serie_b,6,uOsyO,Ponte Preta,ponte-preta,True,31,0.88,10,3,30.0,2,29,221.0,159.0,71.9,17,4,0,advanced_stats_confirmed,2026-04-27T13:08:08.637068Z,2026-06-02T14:46:53.466856Z
2026,serie_b,6,uOsyO,América Mineiro,america-mg,False,69,0.93,11,4,36.4,10,13,486.0,402.0,82.7,10,2,0,advanced_stats_confirmed,2026-04-27T13:08:08.637068Z,2026-06-02T14:46:53.466856Z
2026,serie_b,6,jOsokeb,Sport Recife,sport,True,56,1.5,10,5,50.0,3,13,402.0,338.0,84.1,9,4,0,advanced_stats_confirmed,2026-04-27T13:08:08.637086Z,2026-06-02T14:46:53.466856Z
2026,serie_b,6,jOsokeb,Grêmio Novorizontino,novorizontino,False,44,0.65,10,4,40.0,5,21,302.0,239.0,79.1,6,5,0,advanced_stats_confirmed,2026-04-27T13:08:08.637086Z,2026-06-02T14:46:53.466856Z
2026,serie_b,6,FOsxP,Juventude,juventude,True,41,0.81,8,5,62.5,3,22,337.0,279.0,82.8,16,3,0,advanced_stats_confirmed,2026-04-27T13:08:08.637094Z,2026-06-02T14:46:53.466856Z
2026,serie_b,6,FOsxP,Londrina,londrina,False,59,0.45,13,3,23.1,8,16,491.0,431.0,87.8,12,3,0,advanced_stats_confirmed,2026-04-27T13:08:08.637094Z,2026-06-02T14:46:53.466856Z
2026,serie_b,6,bPswP,Ceará,ceara,True,46,1.05,8,5,62.5,3,17,324.0,248.0,76.5,16,1,0,advanced_stats_confirmed,2026-04-27T13:08:08.637111Z,2026-06-02T14:46:53.466856Z
2026,serie_b,6,bPswP,Vila Nova FC,vila-nova,False,54,1.64,11,6,54.5,4,12,395.0,322.0,81.5,16,3,0,advanced_stats_confirmed,2026-04-27T13:08:08.637111Z,2026-06-02T14:46:53.466856Z
2026,serie_b,6,vPsJRp,Operário-PR,operario-pr,True,64,0.85,21,3,14.3,11,9,486.0,413.0,85.0,16,1,0,advanced_stats_confirmed,2026-04-27T13:08:08.637120Z,2026-06-02T14:46:53.466856Z
2026,serie_b,6,vPsJRp,Fortaleza,fortaleza,False,36,0.56,12,2,16.7,7,12,277.0,211.0,76.2,10,3,0,advanced_stats_confirmed,2026-04-27T13:08:08.637120Z,2026-06-02T14:46:53.466856Z
2026,serie_b,6,oWcspWc,Atlético Goianiense,atletico-go,True,41,1.53,16,6,37.5,6,22,330.0,250.0,75.8,15,5,0,advanced_stats_confirmed,2026-04-27T13:08:08.637128Z,2026-06-02T14:46:53.466856Z
2026,serie_b,6,oWcspWc,Avaí,avai,False,59,0.77,8,4,50.0,1,10,477.0,387.0,81.1,9,4,0,advanced_stats_confirmed,2026-04-27T13:08:08.637128Z,2026-06-02T14:46:53.466856Z
2026,serie_b,6,JOsHPi,Criciúma,criciuma,True,42,1.77,17,7,41.2,9,13,324.0,257.0,79.3,11,1,0,advanced_stats_confirmed,2026-04-27T13:08:08.637137Z,2026-06-02T14:46:53.466856Z
2026,serie_b,6,JOsHPi,CRB,crb,False,58,1.28,17,5,29.4,5,12,444.0,381.0,85.8,13,1,0,advanced_stats_confirmed,2026-04-27T13:08:08.637137Z,2026-06-02T14:46:53.466856Z
2026,serie_b,6,lPsAfMc,Athletic Club,athletic-club,True,54,0.66,9,5,55.6,8,14,410.0,342.0,83.4,18,3,0,advanced_stats_confirmed,2026-04-28T12:24:13.527479Z,2026-06-02T14:46:53.466856Z
2026,serie_b,6,lPsAfMc,Náutico,nautico,False,46,1.06,15,1,6.7,4,15,349.0,287.0,82.2,17,4,0,advanced_stats_confirmed,2026-04-28T12:24:13.527479Z,2026-06-02T14:46:53.466856Z
2026,serie_b,6,kOseau,São Bernardo,sao-bernardo,True,45,2.43,13,5,38.5,4,8,352.0,293.0,83.2,17,3,0,advanced_stats_confirmed,2026-04-29T13:39:40.252215Z,2026-06-02T14:46:53.466856Z
2026,serie_b,6,kOseau,Goiás,goias,False,55,1.58,16,6,37.5,4,16,432.0,371.0,85.9,13,1,0,advanced_stats_confirmed,2026-04-29T13:39:40.252215Z,2026-06-02T14:46:53.466856Z
