season,competition,round,match_id,match_date_utc,home_team_name,away_team_name,home_score,away_score,status,venue_name,source,source_detail,source_url,data_status,last_updated_at,match_code,match_label,home_team,home_team_key,away_team,away_team_key,transformed_at
2025,serie_b,17,HPisJRp,2025-07-17T22:30:00Z,Operário-PR,CRB,1,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/operario-pr-crb/HPisJRp,score_confirmed,2026-05-07T16:24:30.092081Z,,,,,,,
2025,serie_b,17,mPsokeb,2025-07-18T00:35:00Z,Remo,Grêmio Novorizontino,1,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/novorizontino-remo/mPsokeb,score_confirmed,2026-05-07T16:24:30.092098Z,,,,,,,
2025,serie_b,17,JOsoWc,2025-07-18T22:00:00Z,Atlético Goianiense,Criciúma,0,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/atletico-goianiense-criciuma/JOsoWc,score_confirmed,2026-05-07T16:24:30.092108Z,,,,,,,
2025,serie_b,17,KfosAfMc,2025-07-19T00:30:00Z,Ferroviária,Athletic Club,1,2,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/athletic-club-ferroviaria/KfosAfMc,score_confirmed,2026-05-07T16:24:30.092118Z,,,,,,,
2025,serie_b,17,kOscJu,2025-07-19T19:00:00Z,Goiás,Cuiabá,3,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/cuiaba-goias/kOscJu,score_confirmed,2026-05-07T16:24:30.092126Z,,,,,,,
2025,serie_b,17,wPspWc,2025-07-19T21:30:00Z,Avaí,Vila Nova FC,1,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/avai-vila-nova-fc/wPspWc,score_confirmed,2026-05-07T16:24:30.092136Z,,,,,,,
2025,serie_b,17,HOsXO,2025-07-19T21:30:00Z,Coritiba,Paysandu SC,2,5,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/paysandu-sc-coritiba/HOsXO,score_confirmed,2026-05-07T16:24:30.092144Z,,,,,,,
2025,serie_b,17,rOsHOc,2025-07-19T23:30:00Z,Volta Redonda,Athletico,3,2,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/volta-redonda-athletico/rOsHOc,score_confirmed,2026-05-07T16:24:30.092152Z,,,,,,,
2025,serie_b,17,EOsoIJc,2025-07-20T19:00:00Z,Amazonas FC,Botafogo-SP,3,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/amazonas-fc-botafogo-sp/EOsoIJc,score_confirmed,2026-05-07T16:24:30.092160Z,,,,,,,
2025,serie_b,17,yOsVLi,2025-07-20T21:30:00Z,América Mineiro,Chapecoense,0,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/chapecoense-america-mineiro/yOsVLi,score_confirmed,2026-05-07T16:24:30.092177Z,,,,,,,
2025,serie_b,18,EOsJO,2025-07-24T22:00:00Z,Botafogo-SP,Criciúma,0,2,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/criciuma-botafogo-sp/EOsJO,score_confirmed,2026-05-07T16:24:30.350485Z,,,,,,,
2025,serie_b,18,oWcsJRp,2025-07-22T22:00:00Z,Operário-PR,Atlético Goianiense,3,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/operario-pr-atletico-goianiense/oWcsJRp,score_confirmed,2026-05-07T16:24:30.350407Z,,,,,,,
2025,serie_b,18,rOsKfo,2025-07-22T23:00:00Z,Athletico,Ferroviária,1,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/ferroviaria-athletico/rOsKfo,score_confirmed,2026-05-07T16:24:30.350418Z,,,,,,,
2025,serie_b,18,HOsAfMc,2025-07-23T00:30:00Z,Athletic Club,Coritiba,1,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/athletic-club-coritiba/HOsAfMc,score_confirmed,2026-05-07T16:24:30.350428Z,,,,,,,
2025,serie_b,18,wPsHPi,2025-07-23T00:35:00Z,Vila Nova FC,CRB,2,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/crb-vila-nova-fc/wPsHPi,score_confirmed,2026-05-07T16:24:30.350440Z,,,,,,,
2025,serie_b,18,HOcsVLi,2025-07-23T22:00:00Z,Chapecoense,Volta Redonda,4,2,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/chapecoense-volta-redonda/HOcsVLi,score_confirmed,2026-05-07T16:24:30.350450Z,,,,,,,
2025,serie_b,18,kOsokeb,2025-07-23T22:00:00Z,Grêmio Novorizontino,Goiás,1,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/novorizontino-goias/kOsokeb,score_confirmed,2026-05-07T16:24:30.350459Z,,,,,,,
2025,serie_b,18,XOsoIJc,2025-07-24T00:30:00Z,Amazonas FC,Paysandu SC,1,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/amazonas-fc-paysandu-sc/XOsoIJc,score_confirmed,2026-05-07T16:24:30.350468Z,,,,,,,
2025,serie_b,18,yOscJu,2025-07-24T00:30:00Z,Cuiabá,América Mineiro,3,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/cuiaba-america-mineiro/yOscJu,score_confirmed,2026-05-07T16:24:30.350476Z,,,,,,,
2025,serie_b,18,mPspWc,2025-07-25T00:35:00Z,Remo,Avaí,2,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/avai-remo/mPspWc,score_confirmed,2026-05-07T16:24:30.350493Z,,,,,,,
2025,serie_b,19,XOsAfMc,2025-07-29T00:30:00Z,Paysandu SC,Athletic Club,1,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/athletic-club-paysandu-sc/XOsAfMc,score_confirmed,2026-05-07T16:24:30.701347Z,,,,,,,
2025,serie_b,19,KfosJRp,2025-07-26T21:30:00Z,Ferroviária,Operário-PR,0,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/operario-pr-ferroviaria/KfosJRp,score_confirmed,2026-05-07T16:24:30.701187Z,,,,,,,
2025,serie_b,19,HPisokeb,2025-07-26T23:30:00Z,CRB,Grêmio Novorizontino,4,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/novorizontino-crb/HPisokeb,score_confirmed,2026-05-07T16:24:30.701206Z,,,,,,,
2025,serie_b,19,kOsmP,2025-07-30T00:35:00Z,Goiás,Remo,1,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/remo-goias/kOsmP,score_confirmed,2026-05-07T16:24:30.701385Z,,,,,,,
2025,serie_b,19,HOsoIJc,2025-07-27T19:00:00Z,Coritiba,Amazonas FC,1,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/amazonas-fc-coritiba/HOsoIJc,score_confirmed,2026-05-07T16:24:30.701259Z,,,,,,,
2025,serie_b,19,wPsHOc,2025-07-27T19:00:00Z,Volta Redonda,Vila Nova FC,2,1,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/volta-redonda-vila-nova-fc/wPsHOc,score_confirmed,2026-05-07T16:24:30.701277Z,,,,,,,
2025,serie_b,19,rOsyO,2025-07-27T21:30:00Z,América Mineiro,Athletico,2,2,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/america-mineiro-athletico/rOsyO,score_confirmed,2026-05-07T16:24:30.701294Z,,,,,,,
2025,serie_b,19,oWcsVLi,2025-07-27T22:00:00Z,Atlético Goianiense,Chapecoense,0,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/chapecoense-atletico-goianiense/oWcsVLi,score_confirmed,2026-05-07T16:24:30.701312Z,,,,,,,
2025,serie_b,19,EOspWc,2025-07-28T22:00:00Z,Avaí,Botafogo-SP,5,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/avai-botafogo-sp/EOspWc,score_confirmed,2026-05-07T16:24:30.701329Z,,,,,,,
2025,serie_b,19,JOscJu,2025-07-29T23:30:00Z,Criciúma,Cuiabá,1,0,completed,,sofascore_api,api/v1/unique-tournament/390/season/{}/events/round/{},https://www.sofascore.com/football/match/cuiaba-criciuma/JOscJu,score_confirmed,2026-05-07T16:24:30.701368Z,,,,,,,
