season,competition,round,match_code,event_id,match_label,match_date_utc,home_team,home_team_key,away_team,away_team_key,home_score,away_score,status,venue_name,source_url,data_status,last_updated_at,transformed_at
2025,serie_b,30,rOsoWc,13638730,Atlético Goianiense 3.0 x 0.0 Athletico,2025-10-05T23:30:00Z,Atlético Goianiense,atletico-go,Athletico,athletico,3.0,0.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,31,JOsoIJc,13638633,Amazonas FC 2.0 x 1.0 Criciúma,2025-10-07T23:00:00Z,Amazonas FC,amazonas-fc,Criciúma,criciuma,2.0,1.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,31,kOsHPi,13638623,Goiás 1.0 x 2.0 CRB,2025-10-08T00:30:00Z,Goiás,goias,CRB,crb,1.0,2.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,31,EOsXO,13638641,Botafogo-SP 1.0 x 0.0 Paysandu SC,2025-10-08T00:35:00Z,Botafogo-SP,botafogo-sp,Paysandu SC,paysandu-sc,1.0,0.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,31,cJusokeb,13638625,Cuiabá 0.0 x 1.0 Grêmio Novorizontino,2025-10-08T22:00:00Z,Cuiabá,cuiaba,Grêmio Novorizontino,novorizontino,0.0,1.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,31,JRpsAfMc,13638631,Operário-PR 1.0 x 4.0 Athletic Club,2025-10-08T22:00:00Z,Operário-PR,operario-pr,Athletic Club,athletic-club,1.0,4.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,31,HOcspWc,13638629,Avaí 3.0 x 0.0 Volta Redonda,2025-10-09T00:00:00Z,Avaí,avai,Volta Redonda,volta-redonda,3.0,0.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,31,yOswP,13638635,América Mineiro 1.0 x 1.0 Vila Nova FC,2025-10-09T00:30:00Z,América Mineiro,america-mg,Vila Nova FC,vila-nova,1.0,1.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,31,VLisKfo,13638637,Ferroviária 0.0 x 1.0 Chapecoense,2025-10-09T22:00:00Z,Ferroviária,ferroviaria,Chapecoense,chapecoense,0.0,1.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,31,HOsoWc,13638621,Coritiba 2.0 x 1.0 Atlético Goianiense,2025-10-09T22:30:00Z,Coritiba,coritiba,Atlético Goianiense,atletico-go,2.0,1.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,31,rOsmP,13638627,Remo 2.0 x 1.0 Athletico,2025-10-10T00:35:00Z,Remo,remo,Athletico,athletico,2.0,1.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,32,kOsAfMc,13638658,Athletic Club 1.0 x 1.0 Goiás,2025-10-11T19:00:00Z,Athletic Club,athletic-club,Goiás,goias,1.0,1.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,32,JRpsokeb,13638660,Grêmio Novorizontino 3.0 x 0.0 Operário-PR,2025-10-12T19:00:00Z,Grêmio Novorizontino,novorizontino,Operário-PR,operario-pr,3.0,0.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,32,yOsJO,13638654,Criciúma 2.0 x 1.0 América Mineiro,2025-10-12T21:30:00Z,Criciúma,criciuma,América Mineiro,america-mg,2.0,1.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,32,wPsoIJc,13638645,Vila Nova FC 1.0 x 0.0 Amazonas FC,2025-10-12T21:30:00Z,Vila Nova FC,vila-nova,Amazonas FC,amazonas-fc,1.0,0.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,32,HOscJu,13638648,Cuiabá 1.0 x 0.0 Coritiba,2025-10-12T23:30:00Z,Cuiabá,cuiaba,Coritiba,coritiba,1.0,0.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,32,HOcsoWc,13638662,Volta Redonda 3.0 x 0.0 Atlético Goianiense,2025-10-13T22:00:00Z,Volta Redonda,volta-redonda,Atlético Goianiense,atletico-go,3.0,0.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,32,HPisKfo,13638656,CRB 2.0 x 2.0 Ferroviária,2025-10-14T00:30:00Z,CRB,crb,Ferroviária,ferroviaria,2.0,2.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,32,EOsVLi,13638652,Chapecoense 1.0 x 1.0 Botafogo-SP,2025-10-14T22:30:00Z,Chapecoense,chapecoense,Botafogo-SP,botafogo-sp,1.0,1.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,32,XOsmP,13638650,Paysandu SC 2.0 x 3.0 Remo,2025-10-14T22:30:00Z,Paysandu SC,paysandu-sc,Remo,remo,2.0,3.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,32,rOspWc,13638643,Athletico 1.0 x 1.0 Avaí,2025-10-15T00:30:00Z,Athletico,athletico,Avaí,avai,1.0,1.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,33,okebsoIJc,13638676,Amazonas FC 0.0 x 0.0 Grêmio Novorizontino,2025-10-17T23:00:00Z,Amazonas FC,amazonas-fc,Grêmio Novorizontino,novorizontino,0.0,0.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,33,wPsoWc,13638668,Atlético Goianiense 1.0 x 0.0 Vila Nova FC,2025-10-18T19:00:00Z,Atlético Goianiense,atletico-go,Vila Nova FC,vila-nova,1.0,0.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,33,yOsHPi,13638678,América Mineiro 1.0 x 1.0 CRB,2025-10-18T21:30:00Z,América Mineiro,america-mg,CRB,crb,1.0,1.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,33,mPsAfMc,13638670,Remo 3.0 x 1.0 Athletic Club,2025-10-18T23:30:00Z,Remo,remo,Athletic Club,athletic-club,3.0,1.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,33,JOspWc,13638672,Avaí 1.0 x 1.0 Criciúma,2025-10-19T19:00:00Z,Avaí,avai,Criciúma,criciuma,1.0,1.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,33,HOcsJRp,13638674,Operário-PR 2.0 x 1.0 Volta Redonda,2025-10-19T19:00:00Z,Operário-PR,operario-pr,Volta Redonda,volta-redonda,2.0,1.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,33,EOscJu,13638681,Botafogo-SP 2.0 x 2.0 Cuiabá,2025-10-19T21:30:00Z,Botafogo-SP,botafogo-sp,Cuiabá,cuiaba,2.0,2.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,33,rOsHO,13638664,Coritiba 0.0 x 0.0 Athletico,2025-10-19T21:30:00Z,Coritiba,coritiba,Athletico,athletico,0.0,0.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,33,kOsVLi,13638666,Goiás 1.0 x 3.0 Chapecoense,2025-10-19T23:30:00Z,Goiás,goias,Chapecoense,chapecoense,1.0,3.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,33,XOsKfo,13638679,Ferroviária 2.0 x 2.0 Paysandu SC,2025-10-20T22:30:00Z,Ferroviária,ferroviaria,Paysandu SC,paysandu-sc,2.0,2.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,34,EOsokeb,13638700,Grêmio Novorizontino 1.0 x 1.0 Botafogo-SP,2025-10-24T22:00:00Z,Grêmio Novorizontino,novorizontino,Botafogo-SP,botafogo-sp,1.0,1.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,34,mPscJu,13638688,Cuiabá 1.0 x 3.0 Remo,2025-10-25T00:35:00Z,Cuiabá,cuiaba,Remo,remo,1.0,3.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,34,yOsAfMc,13638698,Athletic Club 0.0 x 2.0 América Mineiro,2025-10-25T19:00:00Z,Athletic Club,athletic-club,América Mineiro,america-mg,0.0,2.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,34,HOsHOc,13638702,Volta Redonda 0.0 x 1.0 Coritiba,2025-10-25T19:00:00Z,Volta Redonda,volta-redonda,Coritiba,coritiba,0.0,1.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,34,XOspWc,13638690,Paysandu SC 1.0 x 2.0 Avaí,2025-10-25T21:30:00Z,Paysandu SC,paysandu-sc,Avaí,avai,1.0,2.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,34,kOsJO,13638694,Criciúma 1.0 x 2.0 Goiás,2025-10-25T23:30:00Z,Criciúma,criciuma,Goiás,goias,1.0,2.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,34,oWcsHPi,13638696,CRB 2.0 x 1.0 Atlético Goianiense,2025-10-26T19:00:00Z,CRB,crb,Atlético Goianiense,atletico-go,2.0,1.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,34,wPsKfo,13638685,Vila Nova FC 2.0 x 2.0 Ferroviária,2025-10-26T21:30:00Z,Vila Nova FC,vila-nova,Ferroviária,ferroviaria,2.0,2.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,34,VLisJRp,13638692,Chapecoense 2.0 x 0.0 Operário-PR,2025-10-27T22:00:00Z,Chapecoense,chapecoense,Operário-PR,operario-pr,2.0,0.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,34,rOsoIJc,13638683,Athletico 2.0 x 0.0 Amazonas FC,2025-10-28T00:30:00Z,Athletico,athletico,Amazonas FC,amazonas-fc,2.0,0.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,35,XOsoWc,13638708,Atlético Goianiense 2.0 x 1.0 Paysandu SC,2025-10-31T22:00:00Z,Atlético Goianiense,atletico-go,Paysandu SC,paysandu-sc,2.0,1.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,35,HOsHPi,13638704,Coritiba 0.0 x 0.0 CRB,2025-10-31T22:00:00Z,Coritiba,coritiba,CRB,crb,0.0,0.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,35,JOsKfo,13638721,Ferroviária 0.0 x 0.0 Criciúma,2025-11-01T00:35:00Z,Ferroviária,ferroviaria,Criciúma,criciuma,0.0,0.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,35,kOsrO,13638706,Goiás 0.0 x 1.0 Athletico,2025-11-01T19:00:00Z,Goiás,goias,Athletico,athletico,0.0,1.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,35,pWcsAfMc,13638712,Avaí 2.0 x 1.0 Athletic Club,2025-11-01T21:30:00Z,Avaí,avai,Athletic Club,athletic-club,2.0,1.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,35,cJusoIJc,13638716,Amazonas FC 2.0 x 0.0 Cuiabá,2025-11-02T19:00:00Z,Amazonas FC,amazonas-fc,Cuiabá,cuiaba,2.0,0.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,35,mPsVLi,13638710,Remo 1.0 x 1.0 Chapecoense,2025-11-02T21:30:00Z,Remo,remo,Chapecoense,chapecoense,1.0,1.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,35,wPsJRp,13638714,Operário-PR 2.0 x 2.0 Vila Nova FC,2025-11-02T23:30:00Z,Operário-PR,operario-pr,Vila Nova FC,vila-nova,2.0,2.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,35,yOsokeb,13638718,América Mineiro 2.0 x 2.0 Grêmio Novorizontino,2025-11-03T22:00:00Z,América Mineiro,america-mg,Grêmio Novorizontino,novorizontino,2.0,2.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,35,EOsHOc,13638723,Volta Redonda 0.0 x 1.0 Botafogo-SP,2025-11-03T22:00:00Z,Volta Redonda,volta-redonda,Botafogo-SP,botafogo-sp,0.0,1.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,36,KfosAfMc,13638739,Athletic Club 2.0 x 1.0 Ferroviária,2025-11-07T22:00:00Z,Athletic Club,athletic-club,Ferroviária,ferroviaria,2.0,1.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,36,kOscJu,13638729,Cuiabá 0.0 x 1.0 Goiás,2025-11-08T00:30:00Z,Cuiabá,cuiaba,Goiás,goias,0.0,1.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,36,mPsokeb,13638741,Grêmio Novorizontino 1.0 x 1.0 Remo,2025-11-08T19:00:00Z,Grêmio Novorizontino,novorizontino,Remo,remo,1.0,1.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,36,rOsHOc,13638725,Athletico 2.0 x 0.0 Volta Redonda,2025-11-08T21:30:00Z,Athletico,athletico,Volta Redonda,volta-redonda,2.0,0.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,36,wPspWc,13638727,Vila Nova FC 2.0 x 2.0 Avaí,2025-11-08T23:30:00Z,Vila Nova FC,vila-nova,Avaí,avai,2.0,2.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,36,JOsoWc,13638735,Criciúma 1.0 x 0.0 Atlético Goianiense,2025-11-09T20:00:00Z,Criciúma,criciuma,Atlético Goianiense,atletico-go,1.0,0.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,36,HPisJRp,13638737,CRB 2.0 x 2.0 Operário-PR,2025-11-09T21:30:00Z,CRB,crb,Operário-PR,operario-pr,2.0,2.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,36,HOsXO,13638731,Paysandu SC 1.0 x 2.0 Coritiba,2025-11-09T23:30:00Z,Paysandu SC,paysandu-sc,Coritiba,coritiba,1.0,2.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,36,EOsoIJc,13638744,Botafogo-SP 1.0 x 0.0 Amazonas FC,2025-11-10T22:00:00Z,Botafogo-SP,botafogo-sp,Amazonas FC,amazonas-fc,1.0,0.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,36,yOsVLi,13638733,Chapecoense 0.0 x 1.0 América Mineiro,2025-11-10T22:00:00Z,Chapecoense,chapecoense,América Mineiro,america-mg,0.0,1.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,37,XOsoIJc,13638749,Paysandu SC 2.0 x 2.0 Amazonas FC,2025-11-14T23:00:00Z,Paysandu SC,paysandu-sc,Amazonas FC,amazonas-fc,2.0,2.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,37,oWcsJRp,13638748,Atlético Goianiense 0.0 x 0.0 Operário-PR,2025-11-15T19:30:00Z,Atlético Goianiense,atletico-go,Operário-PR,operario-pr,0.0,0.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,37,mPspWc,13638750,Avaí 3.0 x 1.0 Remo,2025-11-15T19:30:00Z,Avaí,avai,Remo,remo,3.0,1.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,37,wPsHPi,13638752,CRB 2.0 x 0.0 Vila Nova FC,2025-11-15T19:30:00Z,CRB,crb,Vila Nova FC,vila-nova,2.0,0.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,37,HOsAfMc,13638746,Coritiba 0.0 x 0.0 Athletic Club,2025-11-15T19:30:00Z,Coritiba,coritiba,Athletic Club,athletic-club,0.0,0.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,37,HOcsVLi,13638755,Volta Redonda 1.0 x 1.0 Chapecoense,2025-11-15T19:30:00Z,Volta Redonda,volta-redonda,Chapecoense,chapecoense,1.0,1.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,37,yOscJu,13638753,América Mineiro 1.0 x 1.0 Cuiabá,2025-11-16T19:30:00Z,América Mineiro,america-mg,Cuiabá,cuiaba,1.0,1.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,37,EOsJO,13638751,Criciúma 2.0 x 0.0 Botafogo-SP,2025-11-16T19:30:00Z,Criciúma,criciuma,Botafogo-SP,botafogo-sp,2.0,0.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,37,rOsKfo,13638754,Ferroviária 1.0 x 2.0 Athletico,2025-11-16T19:30:00Z,Ferroviária,ferroviaria,Athletico,athletico,1.0,2.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,37,kOsokeb,13638747,Goiás 1.0 x 0.0 Grêmio Novorizontino,2025-11-16T19:30:00Z,Goiás,goias,Grêmio Novorizontino,novorizontino,1.0,0.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,38,wPsHOc,13638757,Vila Nova FC 2.0 x 2.0 Volta Redonda,2025-11-19T22:30:00Z,Vila Nova FC,vila-nova,Volta Redonda,volta-redonda,2.0,2.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,38,HPisokeb,13638764,Grêmio Novorizontino 3.0 x 0.0 CRB,2025-11-22T22:30:00Z,Grêmio Novorizontino,novorizontino,CRB,crb,3.0,0.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,38,HOsoIJc,13638762,Amazonas FC 1.0 x 2.0 Coritiba,2025-11-23T19:30:00Z,Amazonas FC,amazonas-fc,Coritiba,coritiba,1.0,2.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,38,XOsAfMc,13638763,Athletic Club 2.0 x 1.0 Paysandu SC,2025-11-23T19:30:00Z,Athletic Club,athletic-club,Paysandu SC,paysandu-sc,2.0,1.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,38,rOsyO,13638756,Athletico 1.0 x 0.0 América Mineiro,2025-11-23T19:30:00Z,Athletico,athletico,América Mineiro,america-mg,1.0,0.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,38,EOspWc,13638765,Botafogo-SP 0.0 x 0.0 Avaí,2025-11-23T19:30:00Z,Botafogo-SP,botafogo-sp,Avaí,avai,0.0,0.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,38,oWcsVLi,13638760,Chapecoense 1.0 x 0.0 Atlético Goianiense,2025-11-23T19:30:00Z,Chapecoense,chapecoense,Atlético Goianiense,atletico-go,1.0,0.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,38,JOscJu,13638758,Cuiabá 1.0 x 0.0 Criciúma,2025-11-23T19:30:00Z,Cuiabá,cuiaba,Criciúma,criciuma,1.0,0.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,38,KfosJRp,13638761,Operário-PR 2.0 x 1.0 Ferroviária,2025-11-23T19:30:00Z,Operário-PR,operario-pr,Ferroviária,ferroviaria,2.0,1.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
2025,serie_b,38,kOsmP,13638759,Remo 3.0 x 1.0 Goiás,2025-11-23T19:30:00Z,Remo,remo,Goiás,goias,3.0,1.0,completed,,,score_confirmed,,2026-05-07T17:00:43.492970Z
