season,competition,round,event_id,match_code,match_label,home_team,away_team,goal_incident_id,scorer_name,goal_minute,goal_added_time,home_score_after,away_score_after,sequence_order,player_name,player_id,player_position,action_type,is_assist,from_x,from_y,to_x,to_y,is_home,transformed_at
2026,Brasileirão Série B,8,15526075,jOsuO,Ponte Preta x Sport Recife,Ponte Preta,Sport Recife,347778332,Danilo Barcelos,23,,1,0,5,Diego Tavares,871003,M,ball-movement,False,73.4,22.2,91.2,58.1,True,2026-06-02T14:46:54.005019Z
2026,Brasileirão Série B,8,15526075,jOsuO,Ponte Preta x Sport Recife,Ponte Preta,Sport Recife,347778332,Danilo Barcelos,23,,1,0,6,Diego Tavares,871003,M,cross,True,97.9,17.2,91.2,58.1,True,2026-06-02T14:46:54.005019Z
2026,Brasileirão Série B,8,15526075,jOsuO,Ponte Preta x Sport Recife,Ponte Preta,Sport Recife,347778332,Danilo Barcelos,23,,1,0,7,Danilo Barcelos,551576,D,goal,False,91.2,58.1,,,True,2026-06-02T14:46:54.005019Z
2026,Brasileirão Série B,9,15526093,jOsHPi,Sport Recife x CRB,Sport Recife,CRB,348866446,Perotti,78,,1,2,1,Iury Castilho,795020,F,pass,True,99.0,40.3,96.2,44.2,True,2026-06-02T14:46:54.005019Z
2026,Brasileirão Série B,9,15526093,jOsHPi,Sport Recife x CRB,Sport Recife,CRB,348866446,Perotti,78,,1,2,2,Perotti,840076,F,goal,False,96.2,44.2,,,True,2026-06-02T14:46:54.005019Z
2026,Brasileirão Série B,9,15526093,jOsHPi,Sport Recife x CRB,Sport Recife,CRB,348865390,Danielzinho,59,,0,2,1,Danielzinho,840218,M,goal,False,6.5,50.8,,,False,2026-06-02T14:46:54.005019Z
2026,Brasileirão Série B,9,15526093,jOsHPi,Sport Recife x CRB,Sport Recife,CRB,348862970,Mikael,39,,0,1,1,Fábio Alemão,911436,D,pass,False,58.0,44.8,53.0,15.6,False,2026-06-02T14:46:54.005019Z
2026,Brasileirão Série B,9,15526093,jOsHPi,Sport Recife x CRB,Sport Recife,CRB,348862970,Mikael,39,,0,1,2,Patrick De Lucca,979868,M,pass,False,52.2,15.5,32.8,3.7,False,2026-06-02T14:46:54.005019Z
2026,Brasileirão Série B,9,15526093,jOsHPi,Sport Recife x CRB,Sport Recife,CRB,348862970,Mikael,39,,0,1,3,Lucas Lovat,810689,D,cross,False,29.5,4.1,15.1,47.6,False,2026-06-02T14:46:54.005019Z
2026,Brasileirão Série B,9,15526093,jOsHPi,Sport Recife x CRB,Sport Recife,CRB,348862970,Mikael,39,,0,1,4,Mikael,994017,F,pass,False,14.7,46.0,14.7,44.8,False,2026-06-02T14:46:54.005019Z
2026,Brasileirão Série B,9,15526093,jOsHPi,Sport Recife x CRB,Sport Recife,CRB,348862970,Mikael,39,,0,1,5,Dadá Belmonte,926786,F,save,False,14.7,44.8,,,False,2026-06-02T14:46:54.005019Z
2026,Brasileirão Série B,9,15526093,jOsHPi,Sport Recife x CRB,Sport Recife,CRB,348862970,Mikael,39,,0,1,6,Mikael,994017,F,goal,False,3.9,46.0,,,False,2026-06-02T14:46:54.005019Z
2026,Brasileirão Série B,10,15526106,jOsFO,Juventude x Sport Recife,Juventude,Sport Recife,349573808,Iury Castilho,82,,0,1,1,Pedro Victor Martins,1106488,M,pass,False,38.9,38.5,44.7,35.4,False,2026-06-02T14:46:54.005019Z
2026,Brasileirão Série B,10,15526106,jOsFO,Juventude x Sport Recife,Juventude,Sport Recife,349573808,Iury Castilho,82,,0,1,2,Zé Lucas,2040561,M,pass,False,46.6,44.8,55.6,65.6,False,2026-06-02T14:46:54.005019Z
2026,Brasileirão Série B,10,15526106,jOsFO,Juventude x Sport Recife,Juventude,Sport Recife,349573808,Iury Castilho,82,,0,1,3,Marcelo Benevenuto,841808,D,pass,False,54.3,68.2,53.4,34.8,False,2026-06-02T14:46:54.005019Z
2026,Brasileirão Série B,10,15526106,jOsFO,Juventude x Sport Recife,Juventude,Sport Recife,349573808,Iury Castilho,82,,0,1,4,Zé Marcos,901700,D,pass,False,54.4,29.5,30.6,6.2,False,2026-06-02T14:46:54.005019Z
2026,Brasileirão Série B,10,15526106,jOsFO,Juventude x Sport Recife,Juventude,Sport Recife,349573808,Iury Castilho,82,,0,1,5,Chrystian Barletta,1035765,M,ball-movement,False,30.6,6.2,18.1,50.1,False,2026-06-02T14:46:54.005019Z
2026,Brasileirão Série B,10,15526106,jOsFO,Juventude x Sport Recife,Juventude,Sport Recife,349573808,Iury Castilho,82,,0,1,6,Chrystian Barletta,1035765,M,pass,True,21.9,32.5,18.1,50.1,False,2026-06-02T14:46:54.005019Z
2026,Brasileirão Série B,10,15526106,jOsFO,Juventude x Sport Recife,Juventude,Sport Recife,349573808,Iury Castilho,82,,0,1,7,Iury Castilho,795020,F,goal,False,18.9,50.4,,,False,2026-06-02T14:46:54.005019Z
